date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:21:03	118/118	---M--	200	added ('OK')	text/plain	date:Thu,%2027%20Jul%202023%2009:02:39%20GMT	https://orchardsophias.com.sg/robots.txt		(from )
17:21:05	354210/354210	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Jan%202025%2022:21:05%20GMT	https://orchardsophias.com.sg/	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/orchardsophias.com.sg/index.html	(from )
17:21:07	5842/5842	---MC-	200	added ('OK')	text/html	date:Sun,%2019%20Jan%202025%2022:21:06%20GMT	https://gmpg.org/xfn/11	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/gmpg.org/xfn/11.html	(from https://orchardsophias.com.sg/)
17:21:07	1621/1621	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202025%2022:21:07%20GMT	http://fonts.googleapis.com/	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/fonts.googleapis.com/index.html	(from https://orchardsophias.com.sg/)
17:21:08	41482/41482	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2006:11:19%20GMT	https://orchardsophias.com.sg/wp-content/themes/astra/assets/css/minified/main.min.css?ver=4.1.2	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/orchardsophias.com.sg/wp-content/themes/astra/assets/css/minified/main.min8aee.css	(from https://orchardsophias.com.sg/)
17:21:09	912/912	---M--	200	added ('OK')	application/rss+xml	etag:%226d1b53986c831aa162789d06d54ddd6f%22	https://orchardsophias.com.sg/feed/	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/orchardsophias.com.sg/feed/index.html	(from https://orchardsophias.com.sg/)
17:21:09	806/806	---M--	200	added ('OK')	application/rss+xml	etag:%226d1b53986c831aa162789d06d54ddd6f%22	https://orchardsophias.com.sg/comments/feed/	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/orchardsophias.com.sg/comments/feed/index.html	(from https://orchardsophias.com.sg/)
17:21:10	632/632	---MC-	200	added ('OK')	text/css	date:Sun,%2019%20Jan%202025%2022:21:09%20GMT	https://fonts.googleapis.com/css?family=Poppins%3A400%2C700%2C500&display=fallback&ver=4.1.2	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/fonts.googleapis.com/css8858.css	(from https://orchardsophias.com.sg/)
17:21:10	2894/2894	---M-Z	200	added ('OK')	text/css	date:Sun,%2011%20Aug%202024%2007:49:56%20GMT	https://orchardsophias.com.sg/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.9.8	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/orchardsophias.com.sg/wp-content/plugins/contact-form-7/includes/css/stylese2db.css	(from https://orchardsophias.com.sg/)
17:21:11	882/882	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2006:11:20%20GMT	https://orchardsophias.com.sg/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7-main.min.css?ver=4.1.2	/Users/kashan/workspace/htdocs/httrack/orchardsophias.com.sg/orchardsophias.com.sg/wp-content/themes/astra/assets/css/minified/compatibility/contact-form-7-main.min8aee.css	(from https://orchardsophias.com.sg/)
