date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:15:31	883127/883127	---MCZ	200	added ('OK')	text/html	etag:W/%22d7b3cfb3451804890e0288604dcaec22%22	https://upgrademysite.wixsite.com/richco-developments	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/richco-developments.html	(from )
17:15:32	483/483	---M--	200	added ('OK')	text/plain	etag:W/%221e3-Zvhxyb0e/s0tfh8v+u1GjxNb5Ww%22	https://upgrademysite.wixsite.com/robots.txt		(from )
17:15:32	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2022:15:32%20GMT	https://upgrademysite.wixsite.com/c	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/c.1.delayed	(from https://upgrademysite.wixsite.com/richco-developments)
17:15:33	3031/3031	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2022:15:33%20GMT	https://upgrademysite.wixsite.com/t	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/t.2.delayed	(from https://upgrademysite.wixsite.com/richco-developments)
17:15:35	3030/3030	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Nov%202024%2022:15:34%20GMT	https://upgrademysite.wixsite.com/	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/index.html	(from https://upgrademysite.wixsite.com/richco-developments)
17:15:35	779625/779625	---MCZ	200	added ('OK')	text/html	etag:W/%22dd4b38ef54a0a3b1e3d3f4755733c238%22	https://upgrademysite.wixsite.com/richco-developments/company	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/richco-developments/company.html	(from https://upgrademysite.wixsite.com/richco-developments)
17:15:37	779042/779042	---MCZ	200	added ('OK')	text/html	etag:W/%22c9569508aafcf4bad4fc02cdbdd4de61%22	https://upgrademysite.wixsite.com/richco-developments/management	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/richco-developments/management.html	(from https://upgrademysite.wixsite.com/richco-developments)
17:15:37	950879/950879	---MCZ	200	added ('OK')	text/html	etag:W/%22a0ef1435f48ed69df088e7c1b66ed2b5%22	https://upgrademysite.wixsite.com/richco-developments/projects	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/richco-developments/projects.html	(from https://upgrademysite.wixsite.com/richco-developments)
17:15:38	788347/788347	---MCZ	200	added ('OK')	text/html	etag:W/%22d8a1cf7a64d064f076ef7c1368f62f08%22	https://upgrademysite.wixsite.com/richco-developments/careers	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/richco-developments/careers.html	(from https://upgrademysite.wixsite.com/richco-developments)
17:15:39	832409/832409	---MCZ	200	added ('OK')	text/html	etag:W/%225e44620575195933881f50df9fdf9009%22	https://upgrademysite.wixsite.com/richco-developments/contact	/Users/kashan/workspace/htdocs/aj/realestate/upgrademysite.wixsite.com/richco-developments/contact.html	(from https://upgrademysite.wixsite.com/richco-developments)
